x, y
-3.900000,-0.947425
-3.890000,-0.928626
-3.880000,-0.910173
-3.870000,-0.892053
-3.860000,-0.874254
-3.850000,-0.856763
-3.840000,-0.839570
-3.830000,-0.822662
-3.820000,-0.806031
-3.810000,-0.789665
-3.800000,-0.773556
-3.790000,-0.757694
-3.780000,-0.742071
-3.770000,-0.726678
-3.760000,-0.711507
-3.750000,-0.696551
-3.740000,-0.681801
-3.730000,-0.667252
-3.720000,-0.652895
-3.710000,-0.638724
-3.700000,-0.624733
-3.690000,-0.610916
-3.680000,-0.597267
-3.670000,-0.583780
-3.660000,-0.570449
-3.650000,-0.557270
-3.640000,-0.544236
-3.630000,-0.531344
-3.620000,-0.518588
-3.610000,-0.505964
-3.600000,-0.493467
-3.590000,-0.481092
-3.580000,-0.468836
-3.570000,-0.456695
-3.560000,-0.444664
-3.550000,-0.432739
-3.540000,-0.420917
-3.530000,-0.409194
-3.520000,-0.397567
-3.510000,-0.386032
-3.500000,-0.374586
-3.490000,-0.363225
-3.480000,-0.351946
-3.470000,-0.340746
-3.460000,-0.329623
-3.450000,-0.318572
-3.440000,-0.307592
-3.430000,-0.296679
-3.420000,-0.285831
-3.410000,-0.275044
-3.400000,-0.264317
-3.390000,-0.253646
-3.380000,-0.243029
-3.370000,-0.232464
-3.360000,-0.221948
-3.350000,-0.211478
-3.340000,-0.201053
-3.330000,-0.190669
-3.320000,-0.180325
-3.310000,-0.170018
-3.300000,-0.159746
-3.290000,-0.149507
-3.280000,-0.139298
-3.270000,-0.129118
-3.260000,-0.118964
-3.250000,-0.108834
-3.240000,-0.098726
-3.230000,-0.088638
-3.220000,-0.078568
-3.210000,-0.068514
-3.200000,-0.058474
-3.190000,-0.048445
-3.180000,-0.038426
-3.170000,-0.028415
-3.160000,-0.018409
-3.150000,-0.008408
-3.140000,0.001593
-3.130000,0.011593
-3.120000,0.021596
-3.110000,0.031603
-3.100000,0.041617
-3.090000,0.051639
-3.080000,0.061671
-3.070000,0.071715
-3.060000,0.081774
-3.050000,0.091850
-3.040000,0.101944
-3.030000,0.112058
-3.020000,0.122196
-3.010000,0.132358
-3.000000,0.142547
-2.990000,0.152765
-2.980000,0.163014
-2.970000,0.173297
-2.960000,0.183615
-2.950000,0.193972
-2.940000,0.204369
-2.930000,0.214808
-2.920000,0.225292
-2.910000,0.235824
-2.900000,0.246405
-2.890000,0.257039
-2.880000,0.267728
-2.870000,0.278474
-2.860000,0.289280
-2.850000,0.300148
-2.840000,0.311082
-2.830000,0.322085
-2.820000,0.333158
