x, y
0.010000,-6.643856
0.020000,-5.643856
0.030000,-5.058894
0.040000,-4.643856
0.050000,-4.321928
0.060000,-4.058894
0.070000,-3.836501
0.080000,-3.643856
0.090000,-3.473931
0.100000,-3.321928
0.110000,-3.184425
0.120000,-3.058894
0.130000,-2.943417
0.140000,-2.836501
0.150000,-2.736966
0.160000,-2.643856
0.170000,-2.556393
0.180000,-2.473931
0.190000,-2.395929
0.200000,-2.321928
0.210000,-2.251539
0.220000,-2.184425
0.230000,-2.120294
0.240000,-2.058894
0.250000,-2.000000
0.260000,-1.943417
0.270000,-1.888969
0.280000,-1.836501
0.290000,-1.785875
0.300000,-1.736966
0.310000,-1.689660
0.320000,-1.643856
0.330000,-1.599462
0.340000,-1.556393
0.350000,-1.514573
0.360000,-1.473931
0.370000,-1.434403
0.380000,-1.395929
0.390000,-1.358454
0.400000,-1.321928
0.410000,-1.286304
0.420000,-1.251539
0.430000,-1.217591
0.440000,-1.184425
0.450000,-1.152003
0.460000,-1.120294
0.470000,-1.089267
0.480000,-1.058894
0.490000,-1.029146
0.500000,-1.000000
0.510000,-0.971431
0.520000,-0.943417
0.530000,-0.915936
0.540000,-0.888969
0.550000,-0.862497
0.560000,-0.836501
0.570000,-0.810966
0.580000,-0.785875
0.590000,-0.761213
0.600000,-0.736966
0.610000,-0.713119
0.620000,-0.689660
0.630000,-0.666576
0.640000,-0.643856
0.650000,-0.621488
0.660000,-0.599462
0.670000,-0.577767
0.680000,-0.556393
0.690000,-0.535332
0.700000,-0.514573
0.710000,-0.494109
0.720000,-0.473931
0.730000,-0.454032
0.740000,-0.434403
0.750000,-0.415038
0.760000,-0.395929
0.770000,-0.377070
0.780000,-0.358454
0.790000,-0.340075
0.800000,-0.321928
0.810000,-0.304006
0.820000,-0.286304
0.830000,-0.268817
0.840000,-0.251539
0.850000,-0.234465
0.860000,-0.217591
0.870000,-0.200913
0.880000,-0.184425
0.890000,-0.168123
0.900000,-0.152003
0.910000,-0.136062
0.920000,-0.120294
0.930000,-0.104697
0.940000,-0.089267
0.950000,-0.074001
0.960000,-0.058894
0.970000,-0.043943
0.980000,-0.029146
0.990000,-0.014500
1.000000,0.000000
1.010000,0.014355
1.020000,0.028569
1.030000,0.042644
1.040000,0.056584
1.050000,0.070389
1.060000,0.084064
1.070000,0.097611
1.080000,0.111031
1.090000,0.124328
1.100000,0.137504
1.110000,0.150560
1.120000,0.163499
1.130000,0.176323
1.140000,0.189034
1.150000,0.201634
1.160000,0.214125
1.170000,0.226509
1.180000,0.238787
1.190000,0.250962
1.200000,0.263034
1.210000,0.275007
1.220000,0.286881
1.230000,0.298658
1.240000,0.310340
1.250000,0.321928
1.260000,0.333424
1.270000,0.344829
1.280000,0.356144
1.290000,0.367371
1.300000,0.378512
1.310000,0.389567
1.320000,0.400538
1.330000,0.411426
1.340000,0.422233
1.350000,0.432959
1.360000,0.443607
1.370000,0.454176
1.380000,0.464668
1.390000,0.475085
1.400000,0.485427
1.410000,0.495695
1.420000,0.505891
1.430000,0.516015
1.440000,0.526069
1.450000,0.536053
1.460000,0.545968
1.470000,0.555816
1.480000,0.565597
1.490000,0.575312
1.500000,0.584963
1.510000,0.594549
1.520000,0.604071
1.530000,0.613532
1.540000,0.622930
1.550000,0.632268
1.560000,0.641546
1.570000,0.650765
1.580000,0.659925
1.590000,0.669027
1.600000,0.678072
1.610000,0.687061
1.620000,0.695994
1.630000,0.704872
1.640000,0.713696
1.650000,0.722466
1.660000,0.731183
1.670000,0.739848
1.680000,0.748461
1.690000,0.757023
1.700000,0.765535
1.710000,0.773996
1.720000,0.782409
1.730000,0.790772
1.740000,0.799087
1.750000,0.807355
1.760000,0.815575
1.770000,0.823749
1.780000,0.831877
1.790000,0.839960
1.800000,0.847997
1.810000,0.855990
1.820000,0.863939
1.830000,0.871844
1.840000,0.879706
1.850000,0.887525
1.860000,0.895303
1.870000,0.903038
1.880000,0.910733
1.890000,0.918386
1.900000,0.925999
1.910000,0.933573
1.920000,0.941106
1.930000,0.948601
1.940000,0.956057
1.950000,0.963474
1.960000,0.970854
1.970000,0.978196
1.980000,0.985500
1.990000,0.992768
2.000000,1.000000
2.010000,1.007196
2.020000,1.014355
2.030000,1.021480
2.040000,1.028569
2.050000,1.035624
2.060000,1.042644
2.070000,1.049631
2.080000,1.056584
2.090000,1.063503
2.100000,1.070389
2.110000,1.077243
2.120000,1.084064
2.130000,1.090853
2.140000,1.097611
2.150000,1.104337
2.160000,1.111031
2.170000,1.117695
2.180000,1.124328
2.190000,1.130931
2.200000,1.137504
2.210000,1.144046
2.220000,1.150560
2.230000,1.157044
2.240000,1.163499
2.250000,1.169925
2.260000,1.176323
2.270000,1.182692
2.280000,1.189034
2.290000,1.195348
2.300000,1.201634
2.310000,1.207893
2.320000,1.214125
2.330000,1.220330
2.340000,1.226509
2.350000,1.232661
2.360000,1.238787
2.370000,1.244887
2.380000,1.250962
2.390000,1.257011
2.400000,1.263034
2.410000,1.269033
2.420000,1.275007
2.430000,1.280956
2.440000,1.286881
2.450000,1.292782
2.460000,1.298658
2.470000,1.304511
2.480000,1.310340
2.490000,1.316146
2.500000,1.321928
2.510000,1.327687
2.520000,1.333424
2.530000,1.339137
2.540000,1.344829
2.550000,1.350497
2.560000,1.356144
2.570000,1.361768
2.580000,1.367371
2.590000,1.372952
2.600000,1.378512
2.610000,1.384050
2.620000,1.389567
2.630000,1.395063
2.640000,1.400538
2.650000,1.405992
2.660000,1.411426
2.670000,1.416840
2.680000,1.422233
2.690000,1.427606
2.700000,1.432959
2.710000,1.438293
2.720000,1.443607
2.730000,1.448901
2.740000,1.454176
2.750000,1.459432
2.760000,1.464668
2.770000,1.469886
2.780000,1.475085
2.790000,1.480265
2.800000,1.485427
2.810000,1.490570
2.820000,1.495695
2.830000,1.500802
2.840000,1.505891
2.850000,1.510962
2.860000,1.516015
2.870000,1.521051
2.880000,1.526069
2.890000,1.531070
2.900000,1.536053
2.910000,1.541019
2.920000,1.545968
2.930000,1.550901
2.940000,1.555816
2.950000,1.560715
2.960000,1.565597
2.970000,1.570463
2.980000,1.575312
2.990000,1.580146
3.000000,1.584963
3.010000,1.589764
3.020000,1.594549
3.030000,1.599318
3.040000,1.604071
3.050000,1.608809
3.060000,1.613532
3.070000,1.618239
3.080000,1.622930
3.090000,1.627607
3.100000,1.632268
3.110000,1.636915
3.120000,1.641546
3.130000,1.646163
3.140000,1.650765
3.150000,1.655352
3.160000,1.659925
3.170000,1.664483
3.180000,1.669027
3.190000,1.673556
3.200000,1.678072
3.210000,1.682573
3.220000,1.687061
3.230000,1.691534
3.240000,1.695994
3.250000,1.700440
3.260000,1.704872
3.270000,1.709291
3.280000,1.713696
3.290000,1.718088
3.300000,1.722466
3.310000,1.726831
3.320000,1.731183
3.330000,1.735522
3.340000,1.739848
3.350000,1.744161
3.360000,1.748461
3.370000,1.752749
3.380000,1.757023
3.390000,1.761285
3.400000,1.765535
3.410000,1.769772
3.420000,1.773996
3.430000,1.778209
3.440000,1.782409
3.450000,1.786596
3.460000,1.790772
3.470000,1.794936
3.480000,1.799087
3.490000,1.803227
3.500000,1.807355
3.510000,1.811471
3.520000,1.815575
3.530000,1.819668
3.540000,1.823749
3.550000,1.827819
3.560000,1.831877
3.570000,1.835924
